Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
03/31/2015,13:51:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,ENNAILS AVE@ GRANDVIEW AVE,39.0396183333333,-77.0542366666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYT,4D,BEIGE,Citation,13-409(b),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0396183333333, -77.0542366666667)"
03/31/2015,13:51:00,MCP,"4th district, Wheaton",OPERATOR NOT RESTRAINED BY SEATBELT,ENNAILS AVE@ GRANDVIEW AVE,39.0396183333333,-77.0542366666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYT,4D,BEIGE,Citation,22-412.3(b),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0396183333333, -77.0542366666667)"
03/31/2015,13:47:00,MCP,"4th district, Wheaton",FAILURE TO STOP AT STOP SIGN,BEL PRE RD / ARCTIC AVE,39.095705,-77.09318,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,CIVIC,GRAY,Warning,21-707(a),Transportation Article,No,BLACK,F,CALVERTON,MD,MD,A - Marked Patrol,"(39.095705, -77.09318)"
03/31/2015,13:44:00,MCP,"2nd district, Bethesda",STOP LIGHTS (*),WOODMONT AVE AT CORDELL AVE,38.9912033333333,-77.0958816666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HOND,4S,GRAY,ESERO,64*,,No,WHITE,F,POOLESVILLE,MD,MD,A - Marked Patrol,"(38.9912033333333, -77.0958816666667)"
03/31/2015,13:43:00,MCP,"1st district, Rockville",FAILURE TO STOP WHEN ENTERING HIGHWAY,5700 RANDOLPH RD,39.0535816666667,-77.0993033333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,NISS,TK,BLACK,Warning,21-404(a),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0535816666667, -77.0993033333333)"
03/31/2015,13:43:00,MCP,"4th district, Wheaton",DISPLAY SUSPENDED LIC.,SB GEORGIA AVE N/O URBANA DR,39.061275,-77.0529266666667,No,No,No,No,No,No,No,No,No,No,SC,02 - Automobile,1998,TOYOTA,CAMRY 4S,GOLD,Citation,16-301(e),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.061275, -77.0529266666667)"
03/31/2015,13:43:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 50 MPH IN A POSTED 30 MPH ZONE,SB GEORGIA AVE N/O URBANA DR,39.061275,-77.0529266666667,No,No,No,No,No,No,No,No,No,No,SC,02 - Automobile,1998,TOYOTA,CAMRY 4S,GOLD,Citation,21-801.1,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.061275, -77.0529266666667)"
09/30/2014,10:13:00,MCP,"2nd district, Bethesda",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,OLD GEORGETOWN RD AT MOORLAND AVENUE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYOTA,CAMRY,BEIGE,Warning,22-219(a),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,
03/31/2015,13:43:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,SB GEORGIA AVE N/O URBANA DR,39.061275,-77.0529266666667,No,No,No,No,No,No,No,No,No,No,SC,02 - Automobile,1998,TOYOTA,CAMRY 4S,GOLD,Citation,16-303(c),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.061275, -77.0529266666667)"
03/31/2015,13:43:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",SB GEORGIA AVE N/O URBANA DR,39.061275,-77.0529266666667,No,No,No,No,No,No,No,No,No,No,SC,02 - Automobile,1998,TOYOTA,CAMRY 4S,GOLD,Citation,16-303(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.061275, -77.0529266666667)"
03/31/2015,13:43:00,MCP,"4th district, Wheaton",POSSESSING SUSPENDED LIC.,SB GEORGIA AVE N/O URBANA DR,39.061275,-77.0529266666667,No,No,No,No,No,No,No,No,No,No,SC,02 - Automobile,1998,TOYOTA,CAMRY 4S,GOLD,Citation,16-301(j),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.061275, -77.0529266666667)"
03/31/2015,13:41:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,7980 GEORGIA AVE,38.9860216666667,-77.0271566666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,LEXUS,ES330,SILVER,Warning,13-401(h),Transportation Article,No,BLACK,F,BELTSVILLE,MD,MD,A - Marked Patrol,"(38.9860216666667, -77.0271566666667)"
03/31/2015,13:39:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,LITTLE SENECA PKWY @ GREY SQUIRREL,39.2268566666667,-77.2551683333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,CRV,BRONZE,Warning,21-801.1,Transportation Article,No,WHITE,F,CLARKSBURG,MD,MD,Q - Marked Laser,"(39.2268566666667, -77.2551683333333)"
03/31/2015,13:39:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 52 MPH IN A POSTED 30 MPH ZONE,SB GEORGIA AVE N/O URBANA DR,39.061275,-77.0529266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,BMW,320I 4S,BLACK,Citation,21-801.1,Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,Q - Marked Laser,"(39.061275, -77.0529266666667)"
03/31/2015,13:39:00,MCP,"4th district, Wheaton",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,GEORGIA AVE / CONNECTICUT AVE,39.0885533333333,-77.07254,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,GMC,SAVANA,WHITE,Warning,16-116(a),Transportation Article,No,HISPANIC,M,FREDERICK,MD,MD,A - Marked Patrol,"(39.0885533333333, -77.07254)"
03/31/2015,13:39:00,MCP,"4th district, Wheaton",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,GEORGIA AVE / CONNECTICUT AVE,39.0885533333333,-77.07254,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,GMC,SAVANA,WHITE,Warning,22-219(a),Transportation Article,No,HISPANIC,M,FREDERICK,MD,MD,A - Marked Patrol,"(39.0885533333333, -77.07254)"
03/31/2015,13:38:00,MCP,"4th district, Wheaton",ALLOWING VEH. TO BE DRIVEN ON HWY. WITH SUSPENDED REGISTRATION,UNIVERSITY BLVD W @ AMHERST AVE,39.0412616666667,-77.0474416666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HOND,4S,SILVER,Citation,13-401(i),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0412616666667, -77.0474416666667)"
03/31/2015,13:38:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,UNIVERSITY BLVD W @ AMHERST AVE,39.0412616666667,-77.0474416666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HOND,4S,SILVER,Citation,13-411(f),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0412616666667, -77.0474416666667)"
03/31/2015,13:38:00,MCP,"4th district, Wheaton",DRIVING VEH. ON HWY. WITH SUSPENDED REGISTRATION,UNIVERSITY BLVD W @ AMHERST AVE,39.0412616666667,-77.0474416666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HOND,4S,SILVER,Citation,13-401(h),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0412616666667, -77.0474416666667)"
03/31/2015,13:38:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,UNIVERSITY BLVD W @ AMHERST AVE,39.0412616666667,-77.0474416666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HOND,4S,SILVER,Warning,13-411(d),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0412616666667, -77.0474416666667)"
03/31/2015,13:38:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,UNIVERSITY BLVD W @ AMHERST AVE,39.0412616666667,-77.0474416666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HOND,4S,SILVER,Warning,13-409(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0412616666667, -77.0474416666667)"
03/31/2015,13:38:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,UNIVERSITY BLVD W @ AMHERST AVE,39.0412616666667,-77.0474416666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HOND,4S,SILVER,Warning,13-410(e2),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0412616666667, -77.0474416666667)"
03/31/2015,13:38:00,MCP,"4th district, Wheaton",OWNER KNOWINGLY PERMITTING VEH. TO BE DRIVEN ON HWY. IF REG. IS SUSPENDED,UNIVERSITY BLVD W @ AMHERST AVE,39.0412616666667,-77.0474416666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HOND,4S,SILVER,Citation,13-702(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0412616666667, -77.0474416666667)"
03/31/2015,13:37:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,LITTLE SENECA PARKWAY AT GREY SQUIREL,39.22693,-77.2552183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYTOTA,SIENNA,GRAY,Citation,13-401(h),Transportation Article,No,WHITE,M,LUTHERVILLE TIMONIUM,MD,MD,A - Marked Patrol,"(39.22693, -77.2552183333333)"
03/31/2015,13:37:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,LITTLE SENECA PARKWAY AT GREY SQUIREL,39.22693,-77.2552183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYTOTA,SIENNA,GRAY,Warning,21-801.1,Transportation Article,No,WHITE,M,LUTHERVILLE TIMONIUM,MD,MD,A - Marked Patrol,"(39.22693, -77.2552183333333)"
03/31/2015,13:37:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,LITTLE SENECA PARKWAY AT GREY SQUIREL,39.22693,-77.2552183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYTOTA,SIENNA,GRAY,Warning,13-409(b),Transportation Article,No,WHITE,M,LUTHERVILLE TIMONIUM,MD,MD,A - Marked Patrol,"(39.22693, -77.2552183333333)"
03/31/2015,13:37:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,LITTLE SENECA PARKWAY AT GREY SQUIREL,39.22693,-77.2552183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYTOTA,SIENNA,GRAY,Citation,16-303(c),Transportation Article,No,WHITE,M,LUTHERVILLE TIMONIUM,MD,MD,A - Marked Patrol,"(39.22693, -77.2552183333333)"
03/31/2015,13:37:00,MCP,"5th district, Germantown",POSSESSING SUSPENDED LIC.,LITTLE SENECA PARKWAY AT GREY SQUIREL,39.22693,-77.2552183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYTOTA,SIENNA,GRAY,Citation,16-301(j),Transportation Article,No,WHITE,M,LUTHERVILLE TIMONIUM,MD,MD,A - Marked Patrol,"(39.22693, -77.2552183333333)"
03/31/2015,13:35:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,19290 MONTGOMERY VILLAGE AVE,39.0706333333333,-77.15991,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,RANGER,GREEN,Citation,16-101(a),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0706333333333, -77.15991)"
03/31/2015,13:35:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED OUT-OF-STATE LICENSE,19290 MONTGOMERY VILLAGE AVE,39.0706333333333,-77.15991,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,RANGER,GREEN,Citation,16-303(g),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0706333333333, -77.15991)"
03/31/2015,13:35:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,19290 MONTGOMERY VILLAGE AVE,39.0706333333333,-77.15991,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,RANGER,GREEN,Citation,16-303(c),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0706333333333, -77.15991)"
03/31/2015,13:35:00,MCP,"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",19290 MONTGOMERY VILLAGE AVE,39.0706333333333,-77.15991,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,RANGER,GREEN,Citation,16-303(h),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0706333333333, -77.15991)"
03/31/2015,13:32:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BEL PRE RD / ARCTIC AVE,39.0932883333333,-77.0870583333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,ACCORD,SILVER,Citation,21-201(a1),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0932883333333, -77.0870583333333)"
03/31/2015,13:30:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 30 MPH ZONE,SB GEORGIA AVE N/O URBANA DR,39.061275,-77.0529266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYOTA,4S,BLACK,Citation,21-801.1,Transportation Article,No,ASIAN,M,HYATTSVILLE,MD,MD,Q - Marked Laser,"(39.061275, -77.0529266666667)"
06/15/2015,20:26:00,MCP,Headquarters and Special Operations,OPERATOR NOT RESTRAINED BY SEATBELT,N/B 355 @ WOOTON PKWY,39.07676,-77.138995,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,LINC,4S,SILVER,Citation,22-412.3(b),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,"(39.07676, -77.138995)"
06/15/2015,20:25:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS,SHADY GROVE RD @ OAKMONT AVE,39.1244566666667,-77.1759016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HONDA,CRV TK,SILVER,Warning,13-411(c1),Transportation Article,No,BLACK,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1244566666667, -77.1759016666667)"
03/31/2015,13:29:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,SPENCERVILLE RD / SANTINI,39.1070366666667,-76.9399016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,RAV4,GRAY,Citation,16-101(a),Transportation Article,No,HISPANIC,F,BURTONSVILLE,MD,MD,Q - Marked Laser,"(39.1070366666667, -76.9399016666667)"
03/31/2015,13:29:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,SPENCERVILLE RD / SANTINI,39.1070366666667,-76.9399016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,RAV4,GRAY,Citation,21-801.1,Transportation Article,No,HISPANIC,F,BURTONSVILLE,MD,MD,Q - Marked Laser,"(39.1070366666667, -76.9399016666667)"
03/31/2015,13:29:00,MCP,"3rd district, Silver Spring",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,SPENCERVILLE ROAD AND SANTINI ROAD,39.1070933333333,-76.9399383333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,NISS,4S,SILVER,Warning,21-801.1,Transportation Article,No,OTHER,M,WHEATON,MD,MD,A - Marked Patrol,"(39.1070933333333, -76.9399383333333)"
03/31/2015,13:29:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,SPENCERVILLE RD / SANTINI,39.1070366666667,-76.9399016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,RAV4,GRAY,Citation,16-303(c),Transportation Article,No,HISPANIC,F,BURTONSVILLE,MD,MD,Q - Marked Laser,"(39.1070366666667, -76.9399016666667)"
03/31/2015,13:29:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",SPENCERVILLE RD / SANTINI,39.1070366666667,-76.9399016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,RAV4,GRAY,Citation,16-303(h),Transportation Article,No,HISPANIC,F,BURTONSVILLE,MD,MD,Q - Marked Laser,"(39.1070366666667, -76.9399016666667)"
03/31/2015,13:29:00,MCP,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,SPENCERVILLE RD / SANTINI,39.1070366666667,-76.9399016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,RAV4,GRAY,Citation,16-301(j),Transportation Article,No,HISPANIC,F,BURTONSVILLE,MD,MD,Q - Marked Laser,"(39.1070366666667, -76.9399016666667)"
03/31/2015,13:27:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,LITTLE SENECA PKWY @ GREY SQUIRREL,39.22688,-77.2551716666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,SUBARU,FORRESTER,BLACK,Warning,21-801.1,Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,Q - Marked Laser,"(39.22688, -77.2551716666667)"
03/31/2015,13:27:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,UNIV BLVD E / GLENVILLE RD,39.00228,-76.9958066666667,No,Yes,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2014,TOYOTA,SIENNA,BROWN,Citation,21-801.1,Transportation Article,No,HISPANIC,F,RIVERDALE,MD,MD,Q - Marked Laser,"(39.00228, -76.9958066666667)"
03/31/2015,13:26:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,LITTLE SENECA PARKWAY AT GREY SQUIREL,39.22693,-77.2552183333333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2008,INFINITY,2D,BLACK,Warning,21-801.1,Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.22693, -77.2552183333333)"
03/31/2015,13:26:00,MCP,"3rd district, Silver Spring",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,SB GEORGIA @ SEMINARY PL,39.0094233333333,-77.0406583333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HONDA,4DR,BLACK,Warning,13-411(a),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0094233333333, -77.0406583333333)"
03/31/2015,13:25:00,MCP,Headquarters and Special Operations,DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,SHADY GROVE RD@MONT CO TRANSFER CNTR,39.1219933333333,-77.1723266666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2010,DODG,5500,WHITE,Warning,11-391.41(a),Maryland Rules,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1219933333333, -77.1723266666667)"
09/30/2014,09:41:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,355/ODENHAL,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,PILOT,BLACK,Warning,13-401(h),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,
03/31/2015,13:23:00,MCP,"5th district, Germantown","DRIVING VEH. ON HWY. WITH CANCELLED, SUSPENDED, REVOKED REG.",FATHER HURLEY BLVD @ CRYSTAL ROCK DR,39.1958816666667,-77.2663033333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,ODYSSEY,"BLUE, LIGHT",Warning,13-702(a),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1958816666667, -77.2663033333333)"
03/31/2015,13:23:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,FATHER HURLEY BLVD @ CRYSTAL ROCK DR,39.1958816666667,-77.2663033333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,ODYSSEY,"BLUE, LIGHT",Warning,13-401(h),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1958816666667, -77.2663033333333)"
05/14/2013,16:42:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,RIDGE RD @ FREDERICK ROAD,39.2027540166667,-77.2457914166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,BUICK,CENTURY,BROWN,Citation,22-412.3(b),Transportation Article,No,BLACK,F,HAGERSTOWN,MD,MD,A - Marked Patrol,"(39.2027540166667, -77.2457914166667)"
09/30/2014,09:34:00,MCP,"2nd district, Bethesda",DRIVING MOTOR VEHICLE OFF ROADWAY WHILE PASSING VEHICLE,RIVER RD @ GOLDSBORO RD S/B,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HONDA,CROSSTOUR,BLACK,Citation,21-304(c),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,
09/30/2014,09:32:00,MCP,"2nd district, Bethesda",DRIVING MOTOR VEHICLE OFF ROADWAY WHILE PASSING VEHICLE,RIVER RD @ GOLDSBORO RD S/B,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2009,NISSAN,XTERRA,RED,Citation,21-304(c),Transportation Article,No,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,
03/31/2015,13:22:00,MCP,"3rd district, Silver Spring",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,7996 GEORGIA AVE,38.9871583333333,-77.0267966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,BMW,X3,WHITE,Warning,13-411(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9871583333333, -77.0267966666667)"
12/31/2014,01:30:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,GOSHEN RD @ SNOUFFER SCHOOL RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,MERZ,4S,WHITE,Warning,21-204(d),Transportation Article,No,OTHER,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,
12/31/2014,01:22:00,MCP,"4th district, Wheaton",DRIVER ENTERING CROSSWALK AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,11441 AMHERST AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,COROLLA,BLUE,Citation,21-204(c),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
12/31/2014,01:22:00,MCP,"4th district, Wheaton",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,11441 AMHERST AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,COROLLA,BLUE,Citation,21-204(d),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
12/31/2014,01:22:00,MCP,"4th district, Wheaton",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,11441 AMHERST AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,COROLLA,BLUE,Citation,21-204(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
12/31/2014,01:22:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,11441 AMHERST AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,COROLLA,BLUE,Citation,21-201(a1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
12/31/2014,01:22:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,11441 AMHERST AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,COROLLA,BLUE,Citation,21-707(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
12/31/2014,01:22:00,MCP,"4th district, Wheaton",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,11441 AMHERST AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,COROLLA,BLUE,Citation,21-902(a2),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
